,B,C
5.206179,-2.075736220120171e-05,9.266408681259763e-05
5.222541,-2.071225549523453e-05,9.23574548683032e-05
5.2344,-2.0679387934355354e-05,9.213564291195868e-05
5.239563,-2.0665032066212647e-05,9.203917772231674e-05
5.255877,-2.0619495133039458e-05,9.173482834351258e-05
5.2677,-2.0586326344647214e-05,9.151467331425509e-05
5.272879,-2.0571754865326978e-05,9.141835451290408e-05
5.289241,-2.0525545476523326e-05,9.111447556735674e-05
5.3011,-2.0491897597257037e-05,9.089466891068087e-05
5.306263,-2.0477206877565457e-05,9.079907941192477e-05
5.322577,-2.043063124077876e-05,9.049750701623242e-05
5.3344,-2.0396727770396562e-05,9.027937405385521e-05
5.339563,-2.03818838430448e-05,9.018422901538721e-05
5.355877,-2.0334833287345496e-05,8.9884065578283e-05
5.3677,-2.0300594217474134e-05,8.966695807604903e-05
5.372879,-2.028556093193502e-05,8.957197770691468e-05
5.389241,-2.02379200913927e-05,8.92723417051709e-05
5.4011,-2.020326075136551e-05,8.905562317384753e-05
5.406263,-2.018813639361271e-05,8.896138158886388e-05
5.422577,-2.0140217223645023e-05,8.86640811952144e-05
5.4344,-2.0105364995809575e-05,8.844905657479967e-05
5.439579,-2.009006742245111e-05,8.835499058228329e-05
5.455941,-2.0041608490692803e-05,8.80582516684336e-05
5.4678,-2.0006372156427973e-05,8.78436402519685e-05
5.472963,-1.9991000710974874e-05,8.775031800910189e-05
5.489277,-1.9942317128519344e-05,8.745592984464396e-05
5.5011,-1.9906926183972993e-05,8.724302279943254e-05
5.506263,-1.9891443167145132e-05,8.715016487389677e-05
5.522577,-1.9842414786585105e-05,8.685724713963701e-05
5.5344,-1.9806781200347842e-05,8.664540891484698e-05
5.539579,-1.979114727959448e-05,8.655274121201191e-05
5.555941,-1.974164896456087e-05,8.626043053334138e-05
5.5678,-1.970568124976795e-05,8.604903793201616e-05
5.572963,-1.96899970536233e-05,8.595711956987907e-05
5.589277,-1.9640347719899313e-05,8.566717655718069e-05
5.6011,-1.960427789183308e-05,8.545749988565082e-05
5.606279,-1.958845650015117e-05,8.536578042535327e-05
5.622641,-1.9538380131639506e-05,8.507647148980375e-05
5.6345,-1.950200687745795e-05,8.486725964825029e-05
5.639663,-1.9486149591202997e-05,8.47762921206831e-05
5.655977,-1.9435967072146988e-05,8.448935858613942e-05
5.6678,-1.939952368813536e-05,8.428186785431135e-05
5.672963,-1.9383589907106498e-05,8.419137873507682e-05
5.689277,-1.9333172190784878e-05,8.390595908397453e-05
